step_time,reward,total_stopped,total_wait_time
5.0,,0,0.0
10.0,0.0,0,0.0
15.0,0.0,0,0.0
20.0,0.0,0,0.0
25.0,0.0,0,0.0
30.0,0.0,0,0.0
35.0,0.0,0,0.0
40.0,0.0,0,0.0
45.0,0.0,0,0.0
50.0,0.0,0,0.0
55.0,0.0,0,0.0
60.0,0.0,0,0.0
65.0,0.0,0,0.0
70.0,-0.02,1,3.0
75.0,-0.02,0,0.0
80.0,0.02,0,0.0
85.0,-0.03,1,5.0
90.0,-0.03,0,0.0
95.0,0.019999999999999997,1,4.0
100.0,0.019999999999999997,0,0.0
105.0,0.01,1,2.0
110.0,-0.03,3,13.0
115.0,-0.13,3,28.0
120.0,-0.15,3,43.0
125.0,-0.15000000000000002,4,62.0
130.0,-0.21000000000000002,6,89.0
135.0,-0.2799999999999999,6,119.0
140.0,-0.30000000000000004,6,149.0
145.0,-0.30000000000000004,6,179.0
150.0,-0.31000000000000005,8,217.0
155.0,-0.3899999999999999,9,258.0
160.0,-0.41999999999999993,11,305.0
165.0,-0.5,16,374.0
170.0,-0.73,17,457.0
175.0,-0.8400000000000003,17,542.0
180.0,-0.8499999999999996,20,635.0
185.0,-0.96,20,735.0
190.0,-1.0,22,840.0
195.0,-1.080000000000001,24,958.0
200.0,-1.1999999999999993,25,1083.0
205.0,-1.25,26,1209.0
210.0,-1.2699999999999996,28,1347.0
215.0,-1.4000000000000004,29,1489.0
220.0,-1.4299999999999997,30,1635.0
225.0,-1.4299999999999997,30,1619.0
230.0,-1.0100000000000016,35,1783.0
235.0,-2.009999999999998,36,1856.0
240.0,-2.009999999999998,34,1973.0
245.0,-2.4700000000000024,32,2098.0
250.0,-1.1499999999999986,36,2248.0
255.0,-1.7399999999999984,36,2428.0
260.0,-1.8300000000000018,37,2613.0
265.0,-1.8499999999999979,37,2798.0
270.0,-1.8800000000000026,40,2991.0
275.0,-2.0299999999999976,43,3201.0
280.0,-2.219999999999999,46,3429.0
285.0,-2.3100000000000023,48,3664.0
290.0,-2.3100000000000023,48,3796.0
295.0,-3.259999999999998,53,4048.0
300.0,-3.259999999999998,57,4182.0
305.0,-3.460000000000001,64,4485.0
310.0,-3.460000000000001,56,4688.0
315.0,-4.480000000000004,59,4940.0
320.0,-2.519999999999996,59,5235.0
325.0,-2.950000000000003,62,5538.0
330.0,-3.030000000000001,65,5856.0
335.0,-3.1799999999999997,69,6190.0
340.0,-3.3399999999999963,70,6536.0
345.0,-3.460000000000001,73,6897.0
350.0,-3.6099999999999994,76,7275.0
355.0,-3.780000000000001,80,7664.0
360.0,-3.8900000000000006,83,8075.0
365.0,-4.109999999999999,87,8505.0
370.0,-4.299999999999997,90,8951.0
375.0,-4.460000000000008,94,9414.0
380.0,-4.6299999999999955,95,9889.0
385.0,-4.75,96,10365.0
390.0,-4.760000000000005,99,10856.0
395.0,-4.909999999999997,102,11361.0
400.0,-5.049999999999997,103,11875.0
405.0,-5.140000000000001,107,12401.0
410.0,-6.310000000000002,106,12612.0
415.0,-6.310000000000002,105,11555.0
420.0,6.549999999999997,95,12040.0
425.0,6.549999999999997,93,12173.0
430.0,-5.049999999999997,91,12628.0
435.0,-5.049999999999997,95,12790.0
440.0,-5.310000000000002,113,13312.0
445.0,-5.310000000000002,133,13667.0
450.0,-7.799999999999983,151,14396.0
455.0,-10.530000000000001,135,14654.0
460.0,-3.130000000000024,137,15142.0
465.0,-5.2099999999999795,141,15695.0
470.0,-6.849999999999994,146,16385.0
475.0,-7.400000000000006,150,17121.0
480.0,-7.590000000000003,158,17896.0
485.0,-8.129999999999995,166,18717.0
490.0,-8.379999999999995,170,19559.0
495.0,-8.580000000000013,172,20419.0
500.0,-8.669999999999987,178,21292.0
505.0,-8.980000000000018,183,22195.0
510.0,-9.199999999999989,187,23119.0
515.0,-9.480000000000018,192,24072.0
520.0,-9.839999999999975,203,25067.0
525.0,-9.839999999999975,206,25794.0
530.0,-15.480000000000018,207,26825.0
535.0,-15.480000000000018,209,25675.0
540.0,6.639999999999986,198,26344.0
545.0,6.639999999999986,192,27143.0
550.0,-15.870000000000005,186,27850.0
555.0,-6.810000000000002,192,28675.0
560.0,-7.909999999999968,203,29605.0
565.0,-7.909999999999968,176,30350.0
570.0,-15.430000000000007,184,31241.0
575.0,-12.279999999999973,206,31359.0
580.0,-2.480000000000018,232,32058.0
585.0,-2.480000000000018,247,30951.0
590.0,1.349999999999966,243,30034.0
595.0,28.720000000000027,241,27504.0
600.0,22.80000000000001,238,25427.0
605.0,18.769999999999982,227,24883.0
610.0,18.769999999999982,210,25566.0
615.0,-13.199999999999989,195,26174.0
620.0,-1.8600000000000136,170,26228.0
625.0,-0.8499999999999659,149,26443.0
630.0,-2.920000000000016,155,26683.0
635.0,-2.650000000000034,169,27247.0
640.0,-2.650000000000034,188,27771.0
645.0,-11.549999999999955,225,28817.0
650.0,-11.549999999999955,233,28325.0
655.0,-3.6000000000000227,236,26407.0
660.0,19.180000000000007,239,24787.0
665.0,16.19999999999999,240,23527.0
670.0,12.599999999999994,243,24541.0
675.0,-16.879999999999995,238,25453.0
680.0,-16.879999999999995,231,26233.0
685.0,-16.890000000000015,215,26964.0
690.0,-3.609999999999957,199,27376.0
695.0,-4.07000000000005,181,27772.0
700.0,-3.75,178,28324.0
705.0,-3.75,206,28993.0
710.0,-13.71999999999997,233,29839.0
