step_time,reward,total_stopped,total_wait_time
5.0,,0,0.0
10.0,0.0,0,0.0
15.0,0.0,0,0.0
20.0,0.0,0,0.0
25.0,0.0,0,0.0
30.0,0.0,0,0.0
35.0,0.0,0,0.0
40.0,0.0,0,0.0
45.0,0.0,0,0.0
50.0,0.0,0,0.0
55.0,0.0,0,0.0
60.0,0.0,0,0.0
65.0,0.0,1,1.0
70.0,0.0,1,6.0
75.0,-0.06,2,16.0
80.0,-0.18,2,26.0
85.0,-0.10000000000000003,3,37.0
90.0,-0.18,4,56.0
95.0,-0.18,5,80.0
100.0,-0.42999999999999994,5,105.0
105.0,-0.42999999999999994,5,130.0
110.0,-0.48,8,166.0
115.0,-0.48,4,111.0
120.0,0.28,6,134.0
125.0,0.28,7,166.0
130.0,-0.51,8,204.0
135.0,-0.5700000000000001,9,232.0
140.0,-0.4500000000000002,9,277.0
145.0,-0.45999999999999996,10,324.0
150.0,-0.54,12,380.0
155.0,-0.6499999999999999,16,449.0
160.0,-0.8099999999999996,18,532.0
165.0,-0.8099999999999996,13,308.0
170.0,1.7199999999999998,13,368.0
175.0,1.7199999999999998,16,394.0
180.0,-0.8399999999999999,18,480.0
185.0,-0.8399999999999999,13,453.0
190.0,-0.40000000000000036,17,530.0
195.0,-0.40000000000000036,17,615.0
200.0,-1.4900000000000002,22,712.0
205.0,-1.8899999999999988,24,828.0
210.0,-1.8899999999999988,20,814.0
215.0,-0.7000000000000011,22,916.0
220.0,-0.7000000000000011,29,1040.0
225.0,-2.26,31,1192.0
230.0,-1.5500000000000007,34,1353.0
235.0,-1.6899999999999995,39,1538.0
240.0,-1.6899999999999995,23,1535.0
245.0,-1.3499999999999996,25,1533.0
250.0,0.009999999999999787,32,1673.0
255.0,0.009999999999999787,36,1842.0
260.0,-2.8400000000000016,40,2036.0
265.0,-1.9399999999999977,42,2244.0
270.0,-2.080000000000002,48,2468.0
275.0,-2.2399999999999984,52,2716.0
280.0,-2.4800000000000004,59,2995.0
285.0,-2.789999999999999,62,3301.0
290.0,-3.0599999999999987,72,3649.0
295.0,-3.480000000000004,81,4040.0
300.0,-3.9099999999999966,85,4453.0
305.0,-4.130000000000003,90,4903.0
310.0,-4.5,90,5368.0
315.0,2.3200000000000003,64,4735.0
320.0,2.3200000000000003,61,4612.0
325.0,-1.1300000000000026,58,4540.0
330.0,3.970000000000006,54,4494.0
335.0,3.970000000000006,74,4809.0
340.0,-5.789999999999999,94,5237.0
345.0,-4.700000000000003,109,5757.0
350.0,-5.380000000000003,113,6312.0
355.0,-5.699999999999996,121,6903.0
360.0,-5.699999999999996,100,6355.0
365.0,0.9399999999999977,91,6817.0
370.0,0.9399999999999977,69,6726.0
375.0,-2.760000000000005,66,6261.0
380.0,4.650000000000006,76,6026.0
385.0,2.3500000000000014,82,5996.0
390.0,0.29999999999999716,82,6099.0
395.0,-1.0300000000000011,82,6432.0
400.0,-3.329999999999991,90,6861.0
405.0,-8.16000000000001,100,7348.0
410.0,-5.22999999999999,111,7882.0
415.0,-5.670000000000002,117,8455.0
420.0,-6.010000000000005,125,9064.0
425.0,-6.3700000000000045,132,9708.0
430.0,-6.759999999999991,140,10392.0
435.0,-6.759999999999991,134,9742.0
440.0,1.3699999999999903,114,10343.0
445.0,1.3699999999999903,110,10903.0
450.0,-10.14,113,11474.0
455.0,-5.72999999999999,120,12053.0
460.0,-6.010000000000005,139,12708.0
465.0,-6.969999999999999,163,13479.0
470.0,-8.139999999999986,178,14338.0
475.0,-8.139999999999986,168,13865.0
480.0,-2.140000000000015,159,14663.0
485.0,-2.140000000000015,160,15453.0
490.0,-14.25,168,16280.0
495.0,-8.27000000000001,177,17148.0
500.0,-11.079999999999984,186,17574.0
505.0,-11.079999999999984,210,18571.0
510.0,-18.5,236,19707.0
515.0,-12.0,256,20945.0
520.0,-13.030000000000001,275,22289.0
525.0,-13.950000000000017,288,23711.0
530.0,-13.950000000000017,279,23697.0
535.0,-11.059999999999974,264,23724.0
540.0,12.519999999999982,252,23744.0
545.0,12.519999999999982,249,24992.0
550.0,-22.560000000000002,255,26263.0
555.0,-12.73999999999998,259,27548.0
560.0,-12.900000000000034,267,28870.0
565.0,-13.329999999999984,289,30269.0
570.0,-14.180000000000007,308,31770.0
575.0,-15.20999999999998,337,33388.0
580.0,-16.439999999999998,355,35120.0
585.0,-16.439999999999998,339,35774.0
590.0,-20.480000000000018,331,35391.0
595.0,3.829999999999984,332,37043.0
600.0,-29.769999999999982,338,38706.0
605.0,-16.870000000000005,341,40396.0
610.0,-16.870000000000005,336,40535.0
615.0,-14.689999999999998,319,40697.0
620.0,13.180000000000007,300,39453.0
625.0,11.470000000000027,303,38426.0
630.0,9.109999999999957,308,37678.0
635.0,10.03000000000003,308,37596.0
640.0,10.03000000000003,324,39149.0
645.0,-26.660000000000025,331,40804.0
650.0,-26.660000000000025,312,41116.0
655.0,-16.16999999999996,305,40365.0
660.0,9.45999999999998,298,39738.0
665.0,8.279999999999973,292,38946.0
670.0,5.970000000000027,290,39890.0
675.0,5.970000000000027,302,41327.0
680.0,-22.69999999999999,328,42851.0
685.0,-15.240000000000009,343,44458.0
690.0,-16.069999999999993,361,46262.0
695.0,-18.04000000000002,377,48073.0
700.0,-18.110000000000014,401,50059.0
705.0,-22.66999999999996,394,49474.0
710.0,5.189999999999998,394,50208.0
715.0,3.609999999999957,395,49502.0
