step_time,reward,total_stopped,total_wait_time
5.0,,0,0.0
10.0,0.0,0,0.0
15.0,0.0,0,0.0
20.0,0.0,0,0.0
25.0,0.0,0,0.0
30.0,-0.02,2,8.0
35.0,-0.09999999999999999,2,18.0
40.0,-0.14,4,38.0
45.0,-0.2,4,58.0
50.0,-0.23999999999999994,4,40.0
55.0,0.42999999999999994,1,28.0
60.0,0.42999999999999994,5,45.0
65.0,-0.22999999999999998,5,70.0
70.0,-0.27,3,51.0
75.0,0.29000000000000004,3,56.0
80.0,0.29000000000000004,7,69.0
85.0,-0.19000000000000006,1,46.0
90.0,0.28,2,44.0
95.0,-0.26,6,71.0
100.0,-0.26,1,46.0
105.0,0.19,5,59.0
110.0,-0.33,10,102.0
115.0,-0.44999999999999996,10,152.0
120.0,-0.44999999999999996,4,109.0
125.0,0.32999999999999996,9,143.0
130.0,-0.31999999999999995,12,167.0
135.0,0.15999999999999992,9,195.0
140.0,0.15999999999999992,12,240.0
145.0,-0.33999999999999986,12,249.0
150.0,0.5499999999999999,10,264.0
155.0,0.5499999999999999,6,115.0
160.0,-0.2500000000000001,4,92.0
165.0,0.22000000000000008,3,101.0
170.0,-0.32999999999999996,12,141.0
175.0,-0.32999999999999996,3,110.0
180.0,0.16999999999999993,4,116.0
185.0,-0.26,11,159.0
190.0,-0.26,3,110.0
195.0,0.3400000000000001,9,137.0
200.0,-0.18999999999999995,20,179.0
205.0,-0.25,18,272.0
210.0,-0.55,19,335.0
215.0,-0.2200000000000002,21,356.0
220.0,0.010000000000000231,17,453.0
225.0,-0.33000000000000007,23,552.0
230.0,-0.33000000000000007,27,640.0
235.0,-0.48,26,695.0
240.0,0.040000000000000036,20,795.0
245.0,-0.33999999999999986,11,470.0
250.0,-0.08000000000000007,14,341.0
255.0,-0.30000000000000027,10,400.0
260.0,-0.30000000000000027,9,365.0
265.0,0.14000000000000012,10,323.0
270.0,0.20999999999999996,9,366.0
275.0,-0.14000000000000012,8,344.0
280.0,-0.04999999999999982,14,376.0
285.0,-0.04999999999999982,14,342.0
290.0,0.18999999999999995,16,409.0
295.0,0.06000000000000005,16,404.0
300.0,-0.04999999999999982,21,476.0
305.0,-0.04999999999999982,18,481.0
310.0,0.31999999999999984,22,583.0
315.0,-0.4500000000000002,25,670.0
320.0,-0.23999999999999977,28,768.0
325.0,-0.45999999999999996,32,803.0
330.0,-0.25,33,962.0
335.0,-0.25,9,632.0
340.0,-0.16999999999999993,10,415.0
345.0,0.2400000000000002,8,461.0
350.0,-0.4900000000000002,15,521.0
355.0,0.2599999999999998,10,483.0
360.0,0.2599999999999998,6,441.0
365.0,0.20000000000000018,7,382.0
370.0,0.44999999999999973,10,402.0
375.0,-0.10999999999999988,12,432.0
380.0,-0.10999999999999988,14,392.0
385.0,0.3599999999999999,17,440.0
390.0,-0.21999999999999975,20,473.0
395.0,0.18999999999999995,17,503.0
400.0,0.08999999999999986,19,562.0
405.0,0.08999999999999986,19,567.0
410.0,0.3500000000000001,26,682.0
415.0,-0.48,24,727.0
420.0,0.25,23,801.0
425.0,0.1499999999999999,10,459.0
430.0,0.03000000000000025,13,354.0
435.0,-0.43000000000000016,14,397.0
440.0,-0.43000000000000016,13,404.0
445.0,-0.16000000000000014,13,369.0
450.0,-0.10999999999999988,15,433.0
455.0,0.020000000000000018,14,430.0
460.0,0.020000000000000018,8,404.0
465.0,0.06000000000000005,10,366.0
470.0,0.3500000000000001,15,393.0
475.0,-0.15000000000000036,17,448.0
480.0,-0.15000000000000036,18,425.0
485.0,0.4500000000000002,20,459.0
490.0,0.16999999999999993,17,527.0
495.0,-0.10999999999999988,20,600.0
500.0,-0.10999999999999988,18,622.0
505.0,0.16999999999999993,20,683.0
510.0,-0.04999999999999982,22,769.0
515.0,-0.25,13,401.0
520.0,-0.10000000000000009,13,368.0
525.0,-0.6699999999999999,16,438.0
530.0,-0.33000000000000007,19,473.0
535.0,-0.6200000000000001,15,531.0
540.0,-0.6200000000000001,10,526.0
545.0,-0.08000000000000007,12,474.0
550.0,0.1299999999999999,13,536.0
555.0,0.20999999999999996,13,521.0
560.0,0.20999999999999996,13,509.0
565.0,0.040000000000000036,17,514.0
570.0,0.08000000000000007,22,569.0
575.0,-0.1299999999999999,22,651.0
580.0,-0.1299999999999999,23,673.0
585.0,0.13999999999999968,21,731.0
590.0,0.010000000000000675,26,822.0
595.0,-0.20999999999999996,28,928.0
600.0,-0.20999999999999996,25,968.0
605.0,0.02999999999999936,10,666.0
610.0,0.20000000000000018,10,520.0
615.0,-0.1299999999999999,11,424.0
620.0,0.23000000000000043,10,475.0
625.0,-0.4200000000000008,15,520.0
630.0,-0.8499999999999996,21,544.0
635.0,-0.04999999999999982,17,608.0
640.0,-0.04999999999999982,11,587.0
645.0,-0.020000000000000462,12,554.0
650.0,0.20999999999999996,17,619.0
655.0,-0.27999999999999936,21,689.0
660.0,-0.27999999999999936,21,709.0
665.0,-0.040000000000000036,21,726.0
670.0,0.09999999999999964,23,840.0
675.0,0.04999999999999982,27,879.0
680.0,-0.47999999999999954,29,956.0
685.0,0.0,23,1036.0
690.0,0.0,24,1064.0
695.0,0.08000000000000007,11,811.0
700.0,-0.5,21,751.0
705.0,-0.8500000000000005,21,834.0
710.0,-0.8499999999999996,23,869.0
715.0,-0.3800000000000008,25,913.0
720.0,-0.5099999999999998,27,960.0
