step_time,reward,total_stopped,total_wait_time
5.0,,0,0.0
10.0,0.0,0,0.0
15.0,0.0,0,0.0
20.0,0.0,0,0.0
25.0,0.0,0,0.0
30.0,-0.04,2,10.0
35.0,-0.1,2,20.0
40.0,-0.12,4,38.0
45.0,-0.2,2,18.0
50.0,0.37,1,10.0
55.0,0.37,4,27.0
60.0,-0.24000000000000002,1,16.0
65.0,0.16,4,26.0
70.0,0.16,6,44.0
75.0,-0.24999999999999997,0,22.0
80.0,0.21999999999999997,3,27.0
85.0,-0.20999999999999996,4,47.0
90.0,-0.20999999999999996,0,31.0
95.0,0.10999999999999999,5,47.0
100.0,-0.23000000000000004,6,56.0
105.0,-0.06999999999999995,9,96.0
110.0,-0.38,13,155.0
115.0,-0.5800000000000001,12,180.0
120.0,0.010000000000000009,15,219.0
125.0,0.010000000000000009,8,203.0
130.0,0.16000000000000014,12,230.0
135.0,-0.020000000000000018,19,311.0
140.0,-0.51,19,366.0
145.0,-0.10999999999999988,16,350.0
150.0,0.20999999999999974,11,414.0
155.0,-0.32000000000000006,10,255.0
160.0,-0.32000000000000006,12,228.0
165.0,-0.17999999999999972,9,195.0
170.0,0.17999999999999972,7,236.0
175.0,-0.44999999999999973,13,289.0
180.0,-0.44999999999999973,15,299.0
185.0,-0.3500000000000001,10,275.0
190.0,0.06000000000000005,8,280.0
195.0,0.2799999999999998,12,261.0
200.0,-0.10000000000000009,17,309.0
205.0,-0.10000000000000009,16,312.0
210.0,0.08000000000000007,19,396.0
215.0,-0.44999999999999973,24,484.0
220.0,-0.4500000000000002,30,600.0
225.0,-0.4500000000000002,22,625.0
230.0,0.0,23,679.0
235.0,0.08000000000000007,27,808.0
240.0,-0.6000000000000001,31,867.0
245.0,0.10999999999999988,9,572.0
250.0,0.18999999999999995,5,359.0
255.0,0.5100000000000002,5,341.0
260.0,0.08000000000000007,9,337.0
265.0,0.08000000000000007,5,304.0
270.0,0.2799999999999998,8,247.0
275.0,0.20000000000000018,8,292.0
280.0,-0.4900000000000002,16,355.0
285.0,-0.4900000000000002,17,372.0
290.0,-0.31999999999999984,20,374.0
295.0,-0.14000000000000012,18,435.0
300.0,-0.23999999999999977,19,489.0
305.0,-0.08000000000000007,21,560.0
310.0,-0.08000000000000007,22,577.0
315.0,0.10000000000000009,25,642.0
320.0,-0.11000000000000032,28,768.0
325.0,-0.3099999999999996,25,823.0
330.0,-0.15000000000000036,27,908.0
335.0,-0.15000000000000036,11,500.0
340.0,0.10000000000000053,14,465.0
345.0,-0.20000000000000018,10,478.0
350.0,0.0,15,415.0
355.0,-0.020000000000000462,12,475.0
360.0,-0.6399999999999997,15,495.0
365.0,0.29000000000000004,13,508.0
370.0,0.29000000000000004,10,513.0
375.0,0.25,13,429.0
380.0,0.41000000000000014,22,492.0
385.0,-0.1900000000000004,24,558.0
390.0,-0.1900000000000004,22,577.0
395.0,-0.05999999999999961,24,594.0
400.0,0.10999999999999943,27,721.0
405.0,0.16999999999999993,23,715.0
410.0,0.17000000000000082,20,776.0
415.0,0.17000000000000082,18,783.0
420.0,0.44999999999999973,24,888.0
425.0,-0.15000000000000036,10,592.0
430.0,0.08000000000000007,13,437.0
435.0,0.08000000000000007,12,380.0
440.0,-0.040000000000000036,16,447.0
445.0,-0.6699999999999995,13,484.0
450.0,-0.3100000000000005,15,420.0
455.0,-0.08999999999999986,16,444.0
460.0,-0.28000000000000025,18,526.0
465.0,-0.5,17,581.0
470.0,-0.5,18,598.0
475.0,-0.04999999999999982,19,580.0
480.0,0.040000000000000036,26,689.0
485.0,0.04999999999999982,25,741.0
490.0,-0.7400000000000002,26,869.0
495.0,-0.7400000000000002,24,890.0
500.0,0.09000000000000075,26,921.0
505.0,0.040000000000000036,31,1011.0
510.0,-0.33000000000000007,34,1178.0
515.0,-0.05000000000000071,9,756.0
520.0,0.47000000000000064,8,623.0
525.0,0.47000000000000064,7,570.0
530.0,0.35999999999999943,15,622.0
535.0,-0.08999999999999986,13,586.0
540.0,0.10000000000000053,16,598.0
545.0,0.10000000000000053,13,564.0
550.0,0.08000000000000007,23,611.0
555.0,-0.3700000000000001,19,654.0
560.0,-0.040000000000000036,19,590.0
565.0,0.2699999999999996,21,684.0
570.0,-0.7199999999999998,32,812.0
575.0,-0.7199999999999998,27,898.0
580.0,-0.46999999999999975,29,913.0
585.0,-0.03000000000000025,31,1012.0
590.0,-0.4500000000000002,36,1178.0
595.0,-0.4500000000000002,28,1247.0
600.0,-0.41999999999999993,23,1254.0
605.0,0.4400000000000004,12,876.0
610.0,0.3899999999999997,16,702.0
615.0,-0.13999999999999968,14,735.0
620.0,-0.13999999999999968,12,683.0
625.0,0.2699999999999996,14,694.0
630.0,0.28000000000000025,13,670.0
635.0,-0.08000000000000007,11,690.0
640.0,-0.08000000000000007,12,644.0
645.0,0.2999999999999998,16,618.0
650.0,0.3799999999999999,24,621.0
655.0,0.2400000000000002,18,668.0
660.0,0.33000000000000007,18,681.0
665.0,0.41000000000000014,20,720.0
670.0,-0.15000000000000036,24,804.0
675.0,0.15000000000000036,25,855.0
680.0,0.15000000000000036,20,880.0
685.0,0.4399999999999995,21,878.0
690.0,0.2999999999999998,26,988.0
695.0,-0.6599999999999993,20,799.0
700.0,-0.6599999999999993,18,562.0
705.0,-0.1800000000000006,17,505.0
710.0,-0.25,23,607.0
715.0,-0.21999999999999975,19,558.0
