traffic_light,step_time,reward,lanes_queue,waiting_time_per_lane
t,12240.0,0.13,"[0, 0, 4, 2]","[0.0, 0.0, 13.0, 4.0]"
t,12245.0,-0.33999999999999997,"[0, 0, 6, 5]","[0.0, 0.0, 40.0, 23.0]"
t,12250.0,-0.33999999999999997,"[1, 0, 3, 3]","[2.0, 0.0, 42.0, 29.0]"
t,12255.0,-0.32,"[1, 0, 0, 0]","[7.0, 0.0, 29.0, 21.0]"
t,12260.0,0.16000000000000003,"[0, 0, 1, 1]","[0.0, 0.0, 21.0, 16.0]"
t,12265.0,0.13999999999999996,"[0, 0, 3, 3]","[0.0, 0.0, 31.0, 27.0]"
t,12270.0,-0.3,"[0, 0, 5, 5]","[0.0, 0.0, 38.0, 33.0]"
t,12275.0,0.040000000000000036,"[0, 0, 2, 3]","[0.0, 0.0, 38.0, 36.0]"
t,12280.0,0.19999999999999996,"[1, 1, 0, 0]","[2.0, 5.0, 15.0, 23.0]"
t,12285.0,0.19,"[2, 1, 0, 0]","[8.0, 10.0, 6.0, 9.0]"
t,12290.0,-0.040000000000000036,"[2, 1, 0, 0]","[18.0, 15.0, 0.0, 3.0]"
t,12295.0,-0.040000000000000036,"[0, 0, 0, 2]","[0.0, 0.0, 0.0, 8.0]"
t,12300.0,0.22000000000000003,"[0, 0, 3, 5]","[0.0, 0.0, 11.0, 29.0]"
t,12305.0,-0.37,"[0, 0, 4, 6]","[0.0, 0.0, 30.0, 59.0]"
t,12310.0,-0.52,"[0, 0, 7, 7]","[0.0, 0.0, 59.0, 94.0]"
t,12315.0,-0.6699999999999999,"[0, 0, 8, 8]","[0.0, 0.0, 98.0, 134.0]"
t,12320.0,-0.8100000000000003,"[0, 0, 8, 7]","[0.0, 0.0, 120.0, 147.0]"
t,12325.0,-0.04999999999999982,"[0, 1, 4, 4]","[0.0, 1.0, 104.0, 120.0]"
t,12330.0,0.6300000000000001,"[1, 2, 2, 0]","[5.0, 10.0, 82.0, 81.0]"
t,12335.0,0.6300000000000001,"[0, 0, 1, 2]","[0.0, 0.0, 85.0, 84.0]"
t,12340.0,0.21999999999999997,"[0, 0, 4, 4]","[0.0, 0.0, 102.0, 99.0]"
t,12345.0,-0.31999999999999984,"[0, 0, 5, 5]","[0.0, 0.0, 103.0, 95.0]"
t,12350.0,0.3799999999999999,"[0, 1, 2, 3]","[0.0, 2.0, 73.0, 61.0]"
t,12355.0,0.6599999999999999,"[1, 1, 0, 0]","[4.0, 7.0, 25.0, 27.0]"
t,12360.0,0.5,"[2, 1, 0, 0]","[11.0, 12.0, 8.0, 4.0]"
t,12365.0,0.12,"[2, 1, 0, 0]","[10.0, 3.0, 5.0, 1.0]"
t,12370.0,0.14999999999999997,"[0, 0, 3, 3]","[4.0, 0.0, 12.0, 10.0]"
t,12375.0,-0.34,"[0, 0, 5, 5]","[0.0, 0.0, 33.0, 31.0]"
t,12380.0,-0.34,"[0, 0, 4, 3]","[0.0, 0.0, 34.0, 31.0]"
t,12385.0,-0.17999999999999994,"[1, 0, 0, 0]","[3.0, 0.0, 27.0, 22.0]"
t,12390.0,0.18999999999999995,"[1, 1, 0, 0]","[8.0, 3.0, 14.0, 5.0]"
t,12395.0,0.26,"[0, 0, 0, 0]","[1.0, 0.0, 9.0, 2.0]"
t,12400.0,0.13,"[0, 0, 2, 3]","[0.0, 0.0, 15.0, 8.0]"
t,12405.0,-0.31,"[0, 0, 5, 5]","[0.0, 0.0, 36.0, 28.0]"
t,12410.0,-0.52,"[0, 0, 7, 6]","[0.0, 0.0, 67.0, 54.0]"
t,12415.0,-0.52,"[1, 0, 4, 4]","[1.0, 0.0, 56.0, 50.0]"
t,12420.0,-0.10000000000000009,"[2, 0, 1, 1]","[7.0, 0.0, 42.0, 35.0]"
t,12425.0,0.2300000000000001,"[0, 0, 2, 1]","[4.0, 0.0, 47.0, 38.0]"
t,12430.0,-0.09999999999999998,"[0, 0, 4, 4]","[0.0, 0.0, 64.0, 52.0]"
t,12435.0,-0.41000000000000014,"[0, 0, 7, 6]","[0.0, 0.0, 72.0, 57.0]"
t,12440.0,0.0,"[1, 0, 4, 4]","[1.0, 0.0, 78.0, 48.0]"
t,12445.0,0.40000000000000013,"[1, 0, 2, 1]","[6.0, 0.0, 60.0, 33.0]"
t,12450.0,0.40000000000000013,"[0, 0, 2, 1]","[0.0, 0.0, 70.0, 34.0]"
t,12455.0,-0.13000000000000012,"[0, 0, 4, 5]","[0.0, 0.0, 86.0, 50.0]"
t,12460.0,-0.3799999999999999,"[0, 0, 6, 6]","[0.0, 0.0, 91.0, 60.0]"
t,12465.0,0.040000000000000036,"[1, 0, 4, 3]","[2.0, 0.0, 72.0, 52.0]"
t,12470.0,0.22999999999999998,"[1, 0, 3, 3]","[7.0, 0.0, 59.0, 41.0]"
t,12475.0,0.3799999999999999,"[1, 1, 1, 1]","[12.0, 3.0, 44.0, 31.0]"
t,12480.0,0.3799999999999999,"[0, 0, 2, 2]","[0.0, 0.0, 52.0, 35.0]"
t,12485.0,-0.05999999999999994,"[0, 0, 5, 4]","[0.0, 0.0, 71.0, 50.0]"
t,12490.0,-0.33999999999999997,"[0, 0, 5, 5]","[0.0, 0.0, 79.0, 61.0]"
t,12495.0,-0.07000000000000006,"[0, 0, 3, 3]","[0.0, 0.0, 70.0, 56.0]"
t,12500.0,0.1200000000000001,"[1, 1, 3, 3]","[4.0, 1.0, 49.0, 43.0]"
t,12505.0,0.2899999999999999,"[2, 0, 1, 0]","[4.0, 0.0, 42.0, 38.0]"
t,12510.0,-0.040000000000000036,"[0, 0, 2, 3]","[2.0, 0.0, 49.0, 45.0]"
t,12515.0,-0.35,"[0, 0, 5, 6]","[0.0, 0.0, 69.0, 68.0]"
t,12520.0,-0.35,"[0, 0, 4, 5]","[0.0, 0.0, 57.0, 79.0]"
t,12525.0,-0.040000000000000036,"[0, 0, 2, 4]","[0.0, 0.0, 47.0, 58.0]"
t,12530.0,0.19999999999999996,"[0, 0, 1, 2]","[0.0, 0.0, 34.0, 49.0]"
t,12535.0,0.43000000000000005,"[0, 0, 0, 0]","[0.0, 0.0, 26.0, 41.0]"
t,12540.0,-0.04999999999999993,"[0, 0, 3, 3]","[0.0, 0.0, 34.0, 50.0]"
t,12545.0,-0.3700000000000001,"[0, 0, 7, 7]","[0.0, 0.0, 61.0, 73.0]"
t,12550.0,-0.3700000000000001,"[0, 0, 4, 5]","[0.0, 0.0, 57.0, 66.0]"
t,12555.0,-0.1399999999999999,"[1, 1, 3, 3]","[5.0, 3.0, 50.0, 57.0]"
t,12560.0,0.08000000000000007,"[1, 1, 1, 0]","[10.0, 8.0, 35.0, 46.0]"
t,12565.0,0.15999999999999992,"[0, 0, 1, 1]","[3.0, 0.0, 37.0, 37.0]"
t,12570.0,0.18999999999999995,"[0, 0, 4, 4]","[0.0, 0.0, 52.0, 49.0]"
t,12575.0,-0.4099999999999999,"[0, 0, 7, 7]","[0.0, 0.0, 83.0, 78.0]"
t,12580.0,-0.74,"[0, 0, 9, 9]","[0.0, 0.0, 106.0, 98.0]"
t,12585.0,-0.3800000000000001,"[1, 1, 7, 7]","[4.0, 1.0, 125.0, 119.0]"
t,12590.0,0.08999999999999986,"[1, 2, 3, 4]","[9.0, 7.0, 114.0, 104.0]"
t,12595.0,0.08999999999999986,"[0, 0, 1, 3]","[0.0, 0.0, 121.0, 120.0]"
t,12600.0,-0.21999999999999975,"[0, 0, 5, 5]","[0.0, 0.0, 138.0, 140.0]"
t,12605.0,-0.43000000000000016,"[0, 0, 5, 6]","[0.0, 0.0, 137.0, 144.0]"
t,12610.0,0.27,"[1, 0, 4, 4]","[1.0, 0.0, 110.0, 121.0]"
t,12615.0,0.43999999999999995,"[1, 1, 3, 3]","[6.0, 4.0, 82.0, 102.0]"
t,12620.0,0.43999999999999995,"[0, 0, 2, 1]","[0.0, 0.0, 89.0, 108.0]"
t,12625.0,0.2100000000000002,"[0, 0, 4, 4]","[0.0, 0.0, 105.0, 123.0]"
t,12630.0,-0.30999999999999983,"[0, 0, 6, 7]","[0.0, 0.0, 132.0, 152.0]"
t,12635.0,-0.56,"[0, 0, 10, 10]","[0.0, 0.0, 178.0, 198.0]"
t,12640.0,-0.9199999999999999,"[0, 0, 12, 11]","[0.0, 0.0, 203.0, 217.0]"
t,12645.0,-0.16000000000000014,"[1, 2, 9, 9]","[3.0, 4.0, 188.0, 197.0]"
t,12650.0,0.19999999999999973,"[1, 2, 6, 6]","[3.0, 10.0, 168.0, 201.0]"
t,12655.0,-0.4099999999999997,"[0, 0, 4, 4]","[0.0, 5.0, 190.0, 226.0]"
t,12660.0,-0.35000000000000053,"[0, 0, 5, 6]","[0.0, 0.0, 208.0, 251.0]"
t,12665.0,-0.6499999999999995,"[0, 0, 8, 8]","[0.0, 0.0, 242.0, 287.0]"
t,12670.0,-0.9699999999999998,"[0, 0, 12, 12]","[0.0, 0.0, 293.0, 341.0]"
t,12675.0,-1.29,"[0, 0, 14, 15]","[0.0, 0.0, 359.0, 409.0]"
t,12680.0,-1.29,"[1, 0, 15, 14]","[3.0, 0.0, 352.0, 378.0]"
t,12685.0,-0.23000000000000043,"[1, 1, 10, 10]","[8.0, 5.0, 334.0, 351.0]"
t,12690.0,0.4299999999999997,"[1, 1, 6, 6]","[13.0, 10.0, 304.0, 277.0]"
t,12695.0,1.3400000000000007,"[2, 2, 2, 1]","[23.0, 16.0, 229.0, 230.0]"
t,12700.0,1.4399999999999995,"[0, 0, 1, 0]","[9.0, 5.0, 200.0, 199.0]"
t,12705.0,0.33999999999999986,"[0, 0, 3, 3]","[0.0, 0.0, 211.0, 207.0]"
t,12710.0,-0.33999999999999986,"[0, 0, 6, 6]","[0.0, 0.0, 235.0, 228.0]"
t,12715.0,-0.33999999999999986,"[0, 0, 4, 4]","[0.0, 0.0, 178.0, 170.0]"
t,12720.0,0.9300000000000002,"[0, 0, 2, 3]","[0.0, 0.0, 123.0, 115.0]"
t,12725.0,1.1,"[0, 0, 2, 0]","[0.0, 0.0, 133.0, 95.0]"
t,12730.0,0.020000000000000018,"[0, 0, 4, 2]","[0.0, 0.0, 149.0, 104.0]"
t,12735.0,-0.3500000000000001,"[0, 0, 6, 4]","[0.0, 0.0, 142.0, 92.0]"
t,12740.0,0.6400000000000001,"[0, 0, 4, 3]","[0.0, 0.0, 100.0, 55.0]"
t,12745.0,0.8599999999999999,"[0, 0, 3, 1]","[0.0, 0.0, 58.0, 30.0]"
t,12750.0,0.5599999999999999,"[1, 0, 2, 0]","[2.0, 0.0, 48.0, 18.0]"
t,12755.0,0.12,"[2, 1, 0, 0]","[10.0, 3.0, 32.0, 8.0]"
t,12760.0,0.12,"[0, 0, 2, 1]","[0.0, 0.0, 38.0, 9.0]"
t,12765.0,0.020000000000000018,"[0, 0, 6, 3]","[0.0, 0.0, 60.0, 20.0]"
t,12770.0,-0.39,"[0, 0, 6, 5]","[0.0, 0.0, 74.0, 31.0]"
t,12775.0,-0.22999999999999987,"[0, 2, 5, 2]","[0.0, 6.0, 75.0, 29.0]"
t,12780.0,-0.010000000000000009,"[2, 2, 3, 1]","[5.0, 16.0, 63.0, 26.0]"
t,12785.0,0.23999999999999988,"[2, 2, 0, 0]","[15.0, 26.0, 42.0, 15.0]"
t,12790.0,0.23999999999999988,"[0, 0, 1, 2]","[2.0, 0.0, 45.0, 20.0]"
t,12795.0,0.22999999999999998,"[0, 0, 4, 5]","[0.0, 0.0, 59.0, 40.0]"
t,12800.0,-0.31999999999999995,"[0, 0, 5, 4]","[0.0, 0.0, 65.0, 53.0]"
t,12805.0,-0.08000000000000007,"[1, 1, 2, 3]","[5.0, 1.0, 51.0, 46.0]"
t,12810.0,0.14,"[2, 1, 0, 1]","[12.0, 6.0, 34.0, 27.0]"
t,12815.0,0.2300000000000001,"[1, 1, 0, 0]","[7.0, 3.0, 17.0, 21.0]"
t,12820.0,0.18999999999999995,"[0, 0, 3, 2]","[0.0, 0.0, 27.0, 29.0]"
t,12825.0,-0.37,"[0, 0, 6, 5]","[0.0, 0.0, 51.0, 48.0]"
t,12830.0,-0.37,"[0, 0, 5, 4]","[0.0, 0.0, 65.0, 41.0]"
t,12835.0,-0.13,"[0, 0, 3, 4]","[0.0, 0.0, 56.0, 39.0]"
t,12840.0,0.12,"[1, 0, 0, 0]","[3.0, 0.0, 31.0, 29.0]"
t,12845.0,0.30000000000000004,"[1, 0, 0, 0]","[8.0, 0.0, 11.0, 14.0]"
t,12850.0,0.24999999999999994,"[1, 1, 0, 0]","[13.0, 4.0, 0.0, 4.0]"
t,12855.0,0.14,"[0, 0, 0, 1]","[3.0, 4.0, 0.0, 1.0]"
t,12860.0,0.12000000000000001,"[0, 0, 3, 3]","[0.0, 0.0, 7.0, 12.0]"
t,12865.0,-0.36,"[0, 0, 5, 6]","[0.0, 0.0, 28.0, 37.0]"
t,12870.0,-0.36,"[0, 1, 4, 4]","[0.0, 2.0, 34.0, 39.0]"
t,12875.0,-0.31,"[2, 3, 1, 2]","[5.0, 10.0, 31.0, 37.0]"
t,12880.0,-0.07999999999999996,"[0, 1, 1, 2]","[6.0, 12.0, 27.0, 42.0]"
t,12885.0,-0.020000000000000018,"[0, 0, 3, 5]","[0.0, 2.0, 38.0, 58.0]"
t,12890.0,-0.31999999999999995,"[0, 0, 6, 8]","[0.0, 0.0, 63.0, 94.0]"
t,12895.0,-0.73,"[0, 0, 8, 9]","[0.0, 0.0, 83.0, 117.0]"
t,12900.0,-0.3400000000000003,"[0, 0, 6, 6]","[0.0, 0.0, 101.0, 114.0]"
t,12905.0,0.28000000000000025,"[0, 0, 3, 2]","[0.0, 0.0, 75.0, 93.0]"
t,12910.0,0.75,"[1, 2, 0, 1]","[1.0, 5.0, 55.0, 64.0]"
t,12915.0,0.75,"[0, 0, 2, 1]","[0.0, 1.0, 60.0, 66.0]"
t,12920.0,-0.1100000000000001,"[0, 0, 5, 4]","[0.0, 0.0, 80.0, 80.0]"
t,12925.0,-0.3699999999999999,"[0, 0, 6, 5]","[0.0, 0.0, 87.0, 82.0]"
t,12930.0,0.08999999999999986,"[0, 1, 4, 4]","[0.0, 2.0, 74.0, 66.0]"
t,12935.0,0.43000000000000016,"[2, 1, 2, 1]","[5.0, 7.0, 55.0, 38.0]"
t,12940.0,0.2499999999999999,"[3, 2, 0, 0]","[18.0, 16.0, 35.0, 26.0]"
t,12945.0,0.2499999999999999,"[0, 0, 3, 1]","[5.0, 0.0, 45.0, 27.0]"
t,12950.0,0.15000000000000002,"[0, 0, 6, 4]","[0.0, 0.0, 69.0, 40.0]"
t,12955.0,-0.32000000000000006,"[0, 0, 6, 5]","[0.0, 0.0, 81.0, 50.0]"
t,12960.0,-0.1299999999999999,"[1, 0, 4, 3]","[4.0, 0.0, 72.0, 43.0]"
t,12965.0,0.16999999999999993,"[1, 1, 2, 1]","[2.0, 1.0, 69.0, 40.0]"
t,12970.0,-0.16999999999999993,"[0, 0, 3, 3]","[1.0, 0.0, 78.0, 49.0]"
t,12975.0,-0.3700000000000001,"[0, 0, 6, 5]","[0.0, 0.0, 100.0, 70.0]"
t,12980.0,-0.3700000000000001,"[0, 0, 5, 5]","[0.0, 0.0, 82.0, 63.0]"
t,12985.0,0.030000000000000027,"[2, 1, 4, 4]","[6.0, 1.0, 72.0, 54.0]"
t,12990.0,0.26,"[0, 0, 3, 3]","[5.0, 3.0, 76.0, 72.0]"
t,12995.0,-0.3599999999999999,"[0, 0, 4, 4]","[0.0, 0.0, 91.0, 91.0]"
t,13000.0,-0.44000000000000017,"[0, 0, 7, 7]","[0.0, 0.0, 115.0, 120.0]"
t,13005.0,-0.44000000000000017,"[0, 0, 3, 6]","[0.0, 0.0, 94.0, 110.0]"
t,13010.0,0.06000000000000005,"[1, 1, 2, 4]","[1.0, 4.0, 70.0, 99.0]"
t,13015.0,0.30000000000000004,"[0, 0, 4, 5]","[2.0, 0.0, 82.0, 120.0]"
t,13020.0,-0.47,"[0, 0, 6, 5]","[0.0, 0.0, 108.0, 142.0]"
t,13025.0,-0.5,"[0, 0, 7, 6]","[0.0, 0.0, 113.0, 141.0]"
t,13030.0,0.18000000000000016,"[0, 0, 5, 5]","[0.0, 0.0, 97.0, 143.0]"
t,13035.0,0.3899999999999997,"[1, 0, 3, 3]","[4.0, 0.0, 79.0, 103.0]"
t,13040.0,0.5800000000000001,"[2, 0, 3, 3]","[11.0, 0.0, 67.0, 86.0]"
t,13045.0,0.5800000000000001,"[0, 0, 2, 1]","[0.0, 0.0, 82.0, 93.0]"
t,13050.0,-0.22999999999999998,"[0, 0, 5, 4]","[0.0, 0.0, 101.0, 104.0]"
t,13055.0,-0.3599999999999999,"[0, 0, 7, 7]","[0.0, 0.0, 134.0, 132.0]"
t,13060.0,-0.6800000000000002,"[0, 0, 10, 10]","[0.0, 0.0, 180.0, 175.0]"
t,13065.0,-0.9299999999999997,"[0, 0, 14, 13]","[0.0, 0.0, 242.0, 234.0]"
t,13070.0,-1.2800000000000002,"[0, 0, 14, 13]","[0.0, 0.0, 276.0, 266.0]"
t,13075.0,-0.4299999999999997,"[2, 2, 10, 10]","[5.0, 4.0, 264.0, 254.0]"
t,13080.0,0.21999999999999975,"[2, 2, 7, 6]","[15.0, 14.0, 271.0, 259.0]"
t,13085.0,0.21999999999999975,"[0, 0, 5, 4]","[0.0, 0.0, 300.0, 283.0]"
t,13090.0,-0.5800000000000001,"[0, 0, 5, 5]","[0.0, 0.0, 324.0, 302.0]"
t,13095.0,-0.4299999999999997,"[1, 1, 5, 5]","[1.0, 1.0, 313.0, 292.0]"
t,13100.0,0.71,"[1, 3, 4, 3]","[6.0, 14.0, 262.0, 240.0]"
t,13105.0,0.7400000000000002,"[1, 2, 3, 2]","[5.0, 18.0, 216.0, 195.0]"
t,13110.0,0.33999999999999986,"[0, 0, 4, 5]","[0.0, 9.0, 233.0, 214.0]"
t,13115.0,-0.35000000000000053,"[0, 0, 6, 5]","[0.0, 0.0, 258.0, 235.0]"
t,13120.0,-0.35000000000000053,"[1, 0, 4, 4]","[2.0, 0.0, 208.0, 184.0]"
t,13125.0,0.8000000000000007,"[1, 0, 3, 3]","[7.0, 0.0, 155.0, 143.0]"
t,13130.0,1.2199999999999998,"[1, 1, 1, 2]","[12.0, 1.0, 76.0, 99.0]"
t,13135.0,1.1199999999999999,"[1, 1, 0, 0]","[17.0, 6.0, 37.0, 46.0]"
t,13140.0,0.74,"[0, 0, 1, 0]","[0.0, 0.0, 24.0, 33.0]"
t,13145.0,0.29999999999999993,"[0, 0, 3, 3]","[0.0, 0.0, 33.0, 41.0]"
t,13150.0,-0.31999999999999995,"[0, 0, 6, 5]","[0.0, 0.0, 56.0, 60.0]"
t,13155.0,-0.31999999999999995,"[0, 0, 4, 3]","[0.0, 0.0, 45.0, 49.0]"
t,13160.0,0.020000000000000018,"[1, 0, 3, 2]","[5.0, 0.0, 34.0, 36.0]"
t,13165.0,0.18999999999999995,"[1, 0, 0, 0]","[10.0, 0.0, 19.0, 19.0]"
t,13170.0,0.27,"[0, 0, 1, 1]","[0.0, 0.0, 20.0, 20.0]"
t,13175.0,0.0,"[0, 0, 4, 4]","[0.0, 0.0, 34.0, 33.0]"
t,13180.0,-0.39,"[0, 0, 6, 6]","[0.0, 0.0, 49.0, 44.0]"
t,13185.0,-0.22000000000000008,"[0, 1, 5, 4]","[0.0, 4.0, 47.0, 55.0]"
t,13190.0,0.09000000000000008,"[2, 2, 1, 1]","[6.0, 11.0, 35.0, 43.0]"
t,13195.0,0.09000000000000008,"[0, 0, 1, 2]","[2.0, 1.0, 37.0, 48.0]"
t,13200.0,0.07999999999999996,"[0, 0, 4, 4]","[0.0, 0.0, 51.0, 65.0]"
t,13205.0,-0.32999999999999996,"[0, 0, 4, 5]","[0.0, 0.0, 58.0, 73.0]"
t,13210.0,-0.020000000000000018,"[0, 0, 3, 4]","[0.0, 0.0, 47.0, 66.0]"
t,13215.0,0.24,"[0, 1, 2, 1]","[0.0, 1.0, 36.0, 53.0]"
t,13220.0,0.42000000000000004,"[2, 1, 0, 0]","[8.0, 6.0, 20.0, 33.0]"
t,13225.0,0.42000000000000004,"[0, 0, 2, 3]","[0.0, 0.0, 25.0, 39.0]"
t,13230.0,-0.030000000000000027,"[0, 0, 5, 5]","[0.0, 0.0, 44.0, 59.0]"
t,13235.0,-0.39,"[0, 0, 5, 5]","[0.0, 0.0, 58.0, 69.0]"
t,13240.0,-0.11999999999999988,"[1, 0, 3, 3]","[3.0, 0.0, 51.0, 57.0]"
t,13245.0,0.17999999999999994,"[0, 0, 0, 3]","[0.0, 0.0, 47.0, 56.0]"
t,13250.0,-0.22999999999999998,"[0, 0, 3, 3]","[0.0, 0.0, 59.0, 67.0]"
t,13255.0,-0.40000000000000013,"[0, 0, 5, 6]","[0.0, 0.0, 82.0, 89.0]"
t,13260.0,-0.40000000000000013,"[1, 0, 5, 5]","[2.0, 0.0, 72.0, 73.0]"
t,13265.0,0.030000000000000027,"[1, 1, 3, 3]","[7.0, 1.0, 64.0, 63.0]"
t,13270.0,0.1200000000000001,"[0, 1, 4, 5]","[0.0, 7.0, 80.0, 84.0]"
t,13275.0,-0.53,"[0, 0, 4, 7]","[0.0, 1.0, 99.0, 115.0]"
t,13280.0,-0.4700000000000002,"[0, 0, 6, 7]","[0.0, 0.0, 123.0, 147.0]"
t,13285.0,-0.4700000000000002,"[0, 0, 4, 5]","[0.0, 0.0, 101.0, 128.0]"
t,13290.0,0.16000000000000014,"[1, 1, 3, 4]","[4.0, 1.0, 81.0, 109.0]"
t,13295.0,0.3400000000000001,"[1, 1, 1, 3]","[9.0, 6.0, 52.0, 80.0]"
t,13300.0,0.48,"[2, 1, 0, 0]","[16.0, 11.0, 37.0, 53.0]"
t,13305.0,0.30000000000000004,"[0, 0, 1, 0]","[6.0, 0.0, 30.0, 53.0]"
t,13310.0,0.2899999999999999,"[0, 0, 4, 3]","[0.0, 0.0, 42.0, 61.0]"
t,13315.0,-0.31999999999999995,"[0, 0, 5, 5]","[0.0, 0.0, 50.0, 67.0]"
t,13320.0,-0.020000000000000018,"[0, 0, 4, 3]","[0.0, 0.0, 59.0, 70.0]"
t,13325.0,0.26,"[1, 0, 1, 2]","[5.0, 0.0, 34.0, 39.0]"
t,13330.0,0.36,"[1, 1, 0, 0]","[10.0, 4.0, 20.0, 22.0]"
t,13335.0,0.13,"[2, 1, 0, 0]","[17.0, 9.0, 12.0, 9.0]"
t,13340.0,0.13,"[0, 0, 2, 0]","[0.0, 0.0, 17.0, 9.0]"
t,13345.0,0.18,"[0, 0, 5, 4]","[0.0, 0.0, 34.0, 22.0]"
t,13350.0,-0.36000000000000004,"[1, 0, 6, 4]","[1.0, 0.0, 47.0, 35.0]"
t,13355.0,-0.24,"[1, 1, 4, 3]","[6.0, 2.0, 44.0, 35.0]"
t,13360.0,-0.06999999999999995,"[2, 1, 2, 2]","[16.0, 7.0, 40.0, 32.0]"
t,13365.0,0.09999999999999998,"[2, 1, 0, 0]","[26.0, 12.0, 29.0, 25.0]"
t,13370.0,0.09999999999999998,"[0, 0, 3, 2]","[0.0, 0.0, 36.0, 31.0]"
t,13375.0,0.18999999999999995,"[0, 0, 5, 5]","[0.0, 0.0, 57.0, 51.0]"
t,13380.0,-0.41000000000000003,"[0, 0, 6, 5]","[0.0, 0.0, 72.0, 62.0]"
t,13385.0,-0.1399999999999999,"[0, 0, 5, 3]","[0.0, 0.0, 66.0, 52.0]"
t,13390.0,0.1499999999999999,"[0, 0, 3, 1]","[0.0, 0.0, 70.0, 41.0]"
t,13395.0,-0.17999999999999994,"[0, 0, 3, 3]","[0.0, 0.0, 79.0, 52.0]"
t,13400.0,-0.3999999999999999,"[0, 0, 7, 5]","[0.0, 0.0, 104.0, 73.0]"
t,13405.0,-0.3999999999999999,"[0, 0, 6, 5]","[0.0, 0.0, 94.0, 66.0]"
t,13410.0,-0.040000000000000036,"[0, 0, 4, 3]","[0.0, 0.0, 84.0, 57.0]"
t,13415.0,0.21999999999999997,"[1, 1, 2, 2]","[4.0, 1.0, 70.0, 48.0]"
t,13420.0,0.42999999999999994,"[3, 2, 0, 0]","[14.0, 9.0, 33.0, 25.0]"
t,13425.0,0.22999999999999998,"[1, 1, 0, 0]","[14.0, 12.0, 24.0, 19.0]"
t,13430.0,0.22000000000000008,"[0, 0, 2, 3]","[0.0, 0.0, 29.0, 28.0]"
t,13435.0,-0.21000000000000008,"[0, 0, 5, 6]","[0.0, 0.0, 50.0, 51.0]"
t,13440.0,-0.21000000000000008,"[1, 0, 4, 4]","[4.0, 0.0, 46.0, 47.0]"
t,13445.0,-0.16999999999999993,"[2, 1, 2, 2]","[10.0, 2.0, 36.0, 40.0]"
t,13450.0,0.08999999999999997,"[2, 2, 0, 0]","[20.0, 11.0, 20.0, 21.0]"
t,13455.0,0.16000000000000003,"[0, 0, 1, 0]","[9.0, 7.0, 22.0, 21.0]"
t,13460.0,0.21999999999999997,"[0, 0, 4, 5]","[0.0, 0.0, 36.0, 36.0]"
t,13465.0,-0.43000000000000005,"[0, 0, 7, 8]","[0.0, 0.0, 65.0, 68.0]"
t,13470.0,-0.7199999999999999,"[0, 0, 9, 9]","[0.0, 0.0, 86.0, 94.0]"
t,13475.0,-0.32000000000000006,"[1, 0, 5, 5]","[1.0, 0.0, 84.0, 106.0]"
t,13480.0,0.3999999999999999,"[2, 1, 2, 2]","[9.0, 3.0, 69.0, 67.0]"
t,13485.0,0.3999999999999999,"[0, 0, 1, 1]","[0.0, 0.0, 73.0, 71.0]"
t,13490.0,0.1100000000000001,"[0, 0, 4, 3]","[0.0, 0.0, 85.0, 82.0]"
t,13495.0,-0.30000000000000004,"[0, 0, 4, 4]","[0.0, 0.0, 87.0, 80.0]"
t,13500.0,0.21999999999999997,"[1, 0, 3, 3]","[3.0, 0.0, 71.0, 59.0]"
t,13505.0,0.3500000000000001,"[2, 1, 2, 3]","[10.0, 1.0, 51.0, 39.0]"
t,13510.0,0.3799999999999999,"[2, 1, 2, 0]","[20.0, 6.0, 29.0, 21.0]"
t,13515.0,0.09000000000000008,"[2, 2, 0, 0]","[30.0, 14.0, 19.0, 14.0]"
t,13520.0,0.09000000000000008,"[0, 0, 1, 2]","[0.0, 0.0, 22.0, 18.0]"
t,13525.0,0.31999999999999995,"[0, 0, 4, 5]","[0.0, 0.0, 36.0, 36.0]"
t,13530.0,-0.31999999999999995,"[0, 0, 4, 6]","[0.0, 0.0, 45.0, 52.0]"
t,13535.0,-0.16000000000000003,"[0, 0, 3, 4]","[0.0, 0.0, 38.0, 51.0]"
t,13540.0,0.050000000000000044,"[1, 1, 1, 1]","[2.0, 1.0, 26.0, 38.0]"
t,13545.0,0.24,"[1, 1, 0, 0]","[7.0, 6.0, 16.0, 24.0]"
t,13550.0,0.13999999999999996,"[1, 0, 0, 0]","[3.0, 0.0, 8.0, 12.0]"
t,13555.0,0.19,"[0, 0, 2, 2]","[0.0, 0.0, 12.0, 18.0]"
t,13560.0,-0.28,"[0, 0, 4, 5]","[0.0, 0.0, 28.0, 35.0]"
t,13565.0,-0.28,"[0, 0, 2, 5]","[0.0, 0.0, 23.0, 33.0]"
t,13570.0,-0.08999999999999997,"[0, 1, 2, 2]","[0.0, 5.0, 19.0, 32.0]"
t,13575.0,0.09999999999999998,"[1, 2, 0, 0]","[3.0, 13.0, 12.0, 16.0]"
t,13580.0,0.08000000000000002,"[2, 2, 0, 0]","[11.0, 23.0, 5.0, 6.0]"
t,13585.0,-0.010000000000000009,"[1, 0, 0, 1]","[9.0, 12.0, 5.0, 5.0]"
t,13590.0,0.22000000000000003,"[0, 0, 4, 4]","[0.0, 0.0, 17.0, 20.0]"
