step_time,reward,total_stopped,total_wait_time
5.0,,0,0.0
10.0,0.0,0,0.0
15.0,0.0,5,7.0
20.0,-0.07,8,47.0
25.0,-0.39999999999999997,8,87.0
30.0,-0.4,10,137.0
35.0,-0.5000000000000001,10,187.0
40.0,-0.5,12,242.0
45.0,-0.5499999999999998,8,236.0
50.0,0.42999999999999994,10,222.0
55.0,-0.7500000000000002,14,288.0
60.0,-0.7500000000000002,10,322.0
65.0,-0.5799999999999996,12,380.0
70.0,-0.6100000000000003,13,445.0
75.0,-0.6699999999999995,16,524.0
80.0,-0.8200000000000003,18,614.0
85.0,-0.9000000000000004,21,709.0
90.0,-0.9899999999999993,24,823.0
95.0,-1.160000000000001,25,944.0
100.0,-1.2400000000000002,28,1083.0
105.0,-1.3999999999999986,28,1223.0
110.0,-1.4000000000000004,32,1378.0
115.0,-1.5899999999999999,34,1540.0
120.0,-1.6400000000000006,32,1605.0
125.0,-0.27999999999999936,26,1654.0
130.0,-0.27999999999999936,31,1788.0
135.0,-1.8599999999999994,30,1868.0
140.0,-0.740000000000002,27,1900.0
145.0,-0.6899999999999977,28,2008.0
150.0,-1.3300000000000018,26,1876.0
155.0,3.5,18,1732.0
160.0,3.5,20,1826.0
165.0,-1.3399999999999999,18,1627.0
170.0,3.2699999999999996,26,1568.0
175.0,3.2699999999999996,30,1703.0
180.0,-1.8200000000000003,29,1812.0
185.0,-1.3099999999999987,28,1912.0
190.0,-1.9600000000000009,30,2060.0
195.0,-1.9600000000000009,30,2210.0
200.0,-2.099999999999998,32,2364.0
205.0,-2.200000000000003,32,2524.0
210.0,-2.200000000000003,34,2688.0
215.0,-2.2799999999999976,36,2865.0
220.0,-1.7699999999999996,36,3045.0
225.0,-1.8000000000000007,40,3242.0
230.0,-1.9700000000000024,41,3444.0
235.0,-2.019999999999996,41,3619.0
240.0,-2.3200000000000003,40,3792.0
245.0,-2.8900000000000006,46,4011.0
250.0,-2.8900000000000006,42,4198.0
255.0,-2.75,43,4409.0
260.0,-3.009999999999998,44,4629.0
265.0,-2.230000000000004,46,4856.0
270.0,-2.230000000000004,38,4194.0
275.0,5.700000000000003,32,4350.0
280.0,-2.1799999999999997,28,4496.0
285.0,-1.3900000000000006,24,4629.0
290.0,-1.3200000000000003,30,4769.0
295.0,-1.5399999999999991,38,4949.0
300.0,-1.9400000000000048,46,5167.0
305.0,-2.3799999999999955,56,5435.0
310.0,-2.780000000000001,55,5242.0
315.0,5.539999999999999,46,5039.0
320.0,5.539999999999999,32,5052.0
325.0,-0.3200000000000003,23,4689.0
330.0,6.950000000000003,15,4361.0
335.0,6.950000000000003,16,4238.0
340.0,0.9199999999999946,17,3969.0
345.0,4.420000000000002,27,3795.0
350.0,-0.6300000000000026,30,3889.0
355.0,-0.6300000000000026,39,3970.0
360.0,-1.529999999999994,43,4137.0
365.0,-2.1200000000000045,40,4304.0
370.0,-2.1200000000000045,36,3614.0
375.0,6.100000000000001,32,3748.0
380.0,-1.7199999999999989,28,3855.0
385.0,-1.1199999999999974,24,3952.0
390.0,-1.6500000000000057,32,4095.0
395.0,-1.6500000000000057,34,4237.0
400.0,-2.0999999999999943,42,4431.0
405.0,-2.0,39,4510.0
410.0,-0.17999999999999972,36,4563.0
415.0,-0.17999999999999972,41,4751.0
420.0,-2.6000000000000014,39,4885.0
425.0,-1.3700000000000045,38,5001.0
430.0,-2.779999999999994,42,5208.0
435.0,-2.779999999999994,38,5366.0
440.0,-2.3800000000000026,38,5556.0
445.0,-2.6600000000000037,39,5747.0
450.0,-2.6600000000000037,36,4864.0
455.0,8.060000000000002,29,5004.0
460.0,-1.9500000000000028,27,5140.0
465.0,-1.3399999999999963,26,5272.0
470.0,-1.3100000000000023,32,5417.0
475.0,-1.6199999999999974,38,5596.0
480.0,-1.9200000000000017,47,5815.0
485.0,-2.3599999999999994,53,5521.0
490.0,7.310000000000002,44,5227.0
495.0,7.310000000000002,39,5427.0
500.0,-2.8299999999999983,36,5617.0
505.0,-1.8700000000000045,34,5792.0
510.0,-1.769999999999996,43,5996.0
515.0,-2.1099999999999994,51,6238.0
520.0,-2.510000000000005,59,6386.0
525.0,-1.3799999999999955,51,6534.0
530.0,-1.3799999999999955,52,6784.0
535.0,-3.5400000000000063,62,7078.0
540.0,-2.9399999999999977,60,7261.0
545.0,-1.8599999999999994,49,7223.0
550.0,0.5400000000000063,44,7189.0
555.0,0.28999999999999204,50,7200.0
560.0,0.28999999999999204,48,7245.0
565.0,-1.1099999999999994,43,7398.0
570.0,-1.9399999999999977,46,7576.0
575.0,-1.9399999999999977,44,7658.0
580.0,-1.7199999999999989,41,7784.0
585.0,-1.2600000000000051,38,7290.0
590.0,10.909999999999997,34,6760.0
595.0,-1.6499999999999915,30,6888.0
600.0,-1.6499999999999915,20,5723.0
605.0,11.159999999999997,15,5781.0
610.0,-0.6099999999999994,17,5835.0
615.0,-0.6099999999999994,27,5901.0
620.0,-0.9799999999999969,30,6024.0
625.0,-1.6400000000000006,36,6054.0
630.0,-0.509999999999998,36,6152.0
635.0,-0.509999999999998,38,6301.0
640.0,-2.230000000000004,39,6414.0
645.0,-1.4699999999999989,40,6566.0
650.0,-1.4699999999999989,39,6733.0
655.0,-2.469999999999999,40,6905.0
660.0,-2.4099999999999966,38,6379.0
665.0,11.349999999999994,36,5875.0
670.0,11.349999999999994,26,5985.0
